Harness #,Shipped,Requested,Type,AWG,Wire Lot,Length (Meters),Cut,Cutter,Stripped,Stripper,45pin paddle code,15pin paddle code,Soldered,Solder,Solderer,Continuity + shorts,OK/NG,Repairs,Cleaned,Continuity,OK/NG,Repairs,Epoxy,Epoxy type,Epoxier,Continuity + shorts,OK/NG,Repairs,Lashing,Continuity + shorts,OK/NG,Visual inspection,Turned over,Repaired,Visual inspection 2,weeknum,Turned over 2,Notes,week of completion,,,,,,,,,,
128,,11-23-20,Test,36,,0.350,12-03-20,,12-08-20,,,,12-17-20,,,12-18-20,OK ,,,,,,N/A,none,,12-18-20,OK ,,12-19-20,12-19-20,NG/OK,,02-10-21,,,,,2011 Epoxy Cornell,,,,,,,,,,,
129,,11-23-20,Test,36,,0.350,12-03-20,,12-08-20,,,,12-16-20,,,12-16-20,OK ,,,,,,12-18-20,UR6060,,12-18-20,OK ,,12-19-20,12-19-20,OK ,,12-19-20,2021-02-10,,,,UR 6060 epoxy for lashing start only wire broken durning lashing. ,,,,,,,,,,,
130,,11-23-20,Test,36,,0.350,12-03-20,,12-08-20,,,,12-16-20,,,12-16-20,OK ,,,,,,12-16-20,2011,,12-17-20,OK ,,12-18-20,12-18-20,OK ,,12-18-20,,,,,UR 6060 epoxy  Cornell,,,,,,,,,,,
131,,11-23-20,Test,36,,0.350,12-03-20,,12-08-20,,,,12-17-20,,,12-18-20,OK ,,,,,,N/A,none,,12-18-20,OK ,,12-19-20,12-19-20,NG/OK,,02-10-21,,,,,2011 Epoxy,,,,,,,,,,,
132,,11-23-20,Test,36,,0.350,12-03-20,,12-08-20,,,,12-16-20,,,12-16-20,OK ,,,,,,12-18-20,UR6060,,12-18-20,OK ,,12-19-20,12-19-20,OK ,,12-19-20,2021-02-10,,,,Wire  broken during lashing.  UR 6060 epoxy for lashing start onlyOK debris in connector making circuit 6 to appear openCircuit 6 open,,,,,,,,,,,
133,,11-23-20,Test,36,,0.350,12-03-20,,12-08-20,,,,12-09-20,,,12-09-20,NG/OK,,,,,,12-16-20,2011,,12-17-20,OK ,,12-18-20,12-18-20,OK ,,12-18-20,,,,,UR 6060 epoxy  Cornell,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-11,,,,"2011 Epoxy.  Circuits 6, 7 & 10 open location problem?? boards tight  wrong checker used, changed to new boards.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,01-18-21,1A,36,,0.350,05-18-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,NG ,,Scrapped,,,,,,,,,,,,,,,,
134',,01-01-22,1A,36,,0.350,03-11-22,,03-14-22,,,,03-14-22,,,03-14-22,OK,,,,,,03-14-22,UR6060,,03-15-22,OK,,03-15-22,03-15-22,OK,,03-15-22,,,,,wire from second 1000' roll. Wire Broken,,,,,,,,,,,
135,,01-18-21,1A,36,,0.350,05-18-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,NG  ,,N/A,,,,,"Resistance check only, all 1.0 Ω or less",,,,,,,,,,,
135',,01-01-22,1A,36,,0.350,03-11-22,,03-14-22,,,,03-15-22,,,03-15-22,OK,,,,,,03-15-22,UR6060,,03-17-22,OK,,03-17-22,03-18-22,NG/OK,,03-18-22,,,,,"Above and 19 below sent to EE in a box for processing, E0022 Break D2+",,,,,,,,,,,
136,,01-18-21,1A,36,,0.350,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK ,,08-05-21,2022-03-18,,,,"Made from scrapped 168, burnished stray epoxy from B side.",,,,,,,,,,,
137,,01-18-21,1A,36,,0.350,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK ,,08-11-21,,,,,E024,,,,,,,,,,,
138,,01-18-21,1A,36,,0.350,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK ,,08-11-21,,,,,E025,,,,,,,,,,,
139,,01-18-21,1A,36,,0.800,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK,,08-11-21,,,,,E026,,,,,,,,,,,
140,,01-18-21,1A,36,,0.800,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK ,,08-05-21,,,,,E021,,,,,,,,,,,
141,,01-18-21,1A,36,,0.800,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,NG,,Scrapped,,,,,"E023, unlashed",,,,,,,,,,,
141',,01-01-22,1A,36,,0.800,03-11-22,,03-14-22,,,,03-15-22,,,03-15-22,NG/OK ,2022-03-17,,,,,03-17-22,UR6060,,03-18-22,OK,,03-21-22,03-21-22,OK,,03-21-22,,,,,"E027, Break D2+,D3-",,,,,,,,,,,
142,,01-18-21,1A,36,,0.800,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,NG,,Scrapped,,,,,"Made from scrapped 199, D1n open, scuffed and resoldered from A side. D1 broken during epoxy prep, maybe from damage.",,,,,,,,,,,
 ,,01-01-22,1A,36,,0.800,03-11-22,,03-14-22,,,,03-15-22,,,03-15-22,OK,,,,,,03-15-22,UR6060,,03-16-22,OK ,,03-17-22,03-18-22,OK,,03-18-22,,,,,"E028, Split Board",,,,,,,,,,,
143,,01-18-21,1A,36,,0.800,05-17-21,,05-18-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK ,,08-11-21,,,,,Made from scrapped 168,,,,,,,,,,,
144,,01-18-21,1A,36,,1.000,05-15-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK,,08-11-21,,,,,E029,,,,,,,,,,,
145,,01-18-21,1A,36,,1.000,05-15-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK ,,08-05-21,,,,,"wire from 2000' rolland 10 below, E030, braded sample from EE in a box.",,,,,,,,,,,
146,,01-18-21,1A,36,,1.000,05-15-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK,,08-11-21,,,,,,,,,,,,,,,,
147,,01-18-21,1A,36,,1.000,05-15-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,NG,,Scrapped,,,,,,,,,,,,,,,,
147',,01-01-22,1A,36,,1.000,03-09-22,,03-14-22,,,,03-16-22,,,03-16-22,NG/OK,2022-03-16,,,,,03-16-22,UR6060,,03-21-22,NG/OK,2022-03-22,03-22-22,03-23-22,OK,,03-23-22,,,,,,,,,,,,,,,,
148,,01-18-21,1A,36,,1.000,05-15-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK ,,08-11-21,,,,,"Made from scrapped 158, D0n & D0p shorted.  Removed solder bridge. D2n open , burnished excess epoxy ",,,,,,,,,,,
149,,01-18-21,1A,36,,1.400,05-15-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK,,08-11-21,,,,,"Not lashed, no epoxy",,,,,,,,,,,
150,,01-18-21,1A,36,,1.400,05-14-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK,,08-11-21,,,,,,,,,,,,,,,,
151,,01-18-21,1A,36,,1.400,05-14-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK,,08-11-21,,,,,,,,,,,,,,,,
152,,01-18-21,1A,36,,1.400,05-14-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,NG,,Scrapped,,,,,,,,,,,,,,,,
152',,01-01-22,1A,36,,1.400,03-09-22,,03-14-22,,,,03-16-22,,,03-16-22,NG/OK,2022-03-16,,,,,03-16-22,UR6060,,03-17-22,OK ,,03-18-22,03-17-22,OK,,03-18-22,,,,,Break D2-,,,,,,,,,,,
153,,01-18-21,1A,36,,1.400,05-14-21,,05-17-21,,,,,,,,,,,,,,,,,,,,,07-29-21,OK,,08-11-21,,,,,"Made from scrapped 171, D3p & D2p open, Burnished wires and resoldered",,,,,,,,,,,
154,,01-18-21,1A,36,,1.600,02-05-21,,03-29-21,,,,04-27-21,,,04-27-21,OK ,,,,,,04-27-21,UR6060,,04-27-21,OK ,,04-28-21,04-28-21,OK ,,04-28-21,,,,,,,,,,,,,,,,
155,,01-18-21,1A,36,,1.600,02-08-21,,03-29-21,,,,04-27-21,,,04-27-21,OK ,,,,,,04-27-21,UR6060,,04-27-21,OK ,,04-28-21,04-28-21,OK ,,04-28-21,,,,,,,,,,,,,,,,
156,,01-18-21,1A,36,,1.600,02-08-21,,03-29-21,,,,04-21-21,,,04-22-21,OK ,,,,,,04-22-21,UR6060,,04-23-21,OK/NG/OK,2021-04-27,04-27-21,04-27-21,OK ,,04-28-21,,,,,,,,,,,,,,,,
157,,01-18-21,1A,36,,1.600,02-08-21,,03-29-21,,,,04-16-21,,,04-16-21,OK ,,,,,,04-16-21,UR6060,,04-17-21,OK ,,04-19-21,04-20-21,OK,,04-20-21,,,,,"Damaged in removing clamps, wire # 3 red.  Soldered wire in cable and epoxied.",,,,,,,,,,,
158,,01-18-21,1A,36,,1.600,02-08-21,,03-29-21,,,,04-23-21,,,04-24-21,OK,,,,,,04-27-21,UR6060,,04-27-21,OK,,,,,,Scrapped,,,,,,,,,,,,,,,,
158',,01-01-22,1A,36,,1.600,03-23-22,,03-24-22,,,,03-24-22,,,03-24-22,NG/OK,2022-03-24,,,,,03-24-22,UR6060,,03-25-22,OK,,03-25-22,03-25-22,OK,,03-25-22,,,,,"Delivered without lashing 4/28, broken wire.",,,,,,,,,,,
159,,01-18-21,1A,36,,1.600,02-08-21,,03-29-21,,,,04-13-21,,,04-13-21,NG/OK,2021-04-13,,,,,04-16-21,UR6060,,04-17-21,OK ,,04-20-21,04-20-21,NG/OK,,04-20-21,,,,,Paddle ends different orientation.  Rotated B end.,,,,,,,,,,,
160,,01-18-21,1A,36,,1.600,02-15-21,,03-29-21,,,,04-13-21,,,04-13-21,NG/OK,2021-04-13,,,,,04-16-21,UR6060,,04-17-21,NG/OK,2021-04-21,04-21-21,04-22-21,OK,,04-22-21,2021-04-20,,,,Made from scrapped 166,,,,,,,,,,,
161,,01-18-21,1A,36,,1.600,02-15-21,,03-29-21,,,,04-22-21,,,04-22-21,OK ,,,,,,04-22-21,UR6060,,04-23-21,NG/OK,2021-04-23,04-23-21,04-23-21,OK ,,04-23-21,,,,,"Circuit 4 open at A end.  Abraded and resoldered.  Circuit 4 open again, found epoxy debris on 1st pad, burnished",,,,,,,,,,,
162,,01-18-21,1A,36,,1.600,02-15-21,,03-29-21,,,,04-22-21,,,04-22-21,OK ,,,,,,04-22-21,UR6060,,04-23-21,OK ,,04-24-21,04-24-21,OK ,,04-24-21,,,,,"Lindsay - circuit 2 & 4  open, found epoxy debris on ""A"" side burnished.",,,,,,,,,,,
163,,01-18-21,1A,36,,1.600,03-15-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,OK ,,05-10-21,,,,,John ,,,,,,,,,,,
164,,01-18-21,1A,36,,1.600,03-15-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,OK,,05-10-21,,,,," E006, wire from new 2000' roll lot L208433 PO# KUR1030147  ""AWG in green""",,,,,,,,,,,
165,,01-18-21,1A,36,,1.600,03-15-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,OK ,,05-10-21,,,,,"E007, Above part and 19 following wires brought to EE in a Box for processing.",,,,,,,,,,,
166,,01-18-21,1A,36,,1.800,03-16-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,NG ,,Scrapped,,,,,E008,,,,,,,,,,,
167,,01-18-21,1A,36,,1.800,03-16-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,OK ,,05-10-21,,,,,"E009, Circuit 5 open",,,,,,,,,,,
168,,01-18-21,1A,36,,1.800,03-16-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,NG,,Scrapped,,,,,E010,,,,,,,,,,,
168',,01-01-22,1A,36,,1.800,03-10-22,,03-14-22,,,,03-17-22,,,03-17-22,NG/OK,2022-03-17,,,,,03-17-22,UR6060,,03-18-22,OK,,03-21-22,03-21-22,OK,,03-21-22,,,,,"E011, Circuits 2, 8 & 9 open",,,,,,,,,,,
169,,01-18-21,1A,36,,1.800,03-17-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,OK ,,05-10-21,,,,,"Made from scrapped 181, CMDp & D1p swapped, CMDn & D1n swapped, corrected.",,,,,,,,,,,
170,,01-18-21,1A,36,,1.800,03-17-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-08-21,OK ,,05-10-21,,,,,E012,,,,,,,,,,,
171,,01-18-21,1A,36,,1.800,03-17-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,NG ,,Scrapped,,,,,E013,,,,,,,,,,,
172,,01-18-21,1A,36,,1.800,03-18-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,"E014, Circuit 5 open",,,,,,,,,,,
173,,01-18-21,1A,36,,1.800,03-18-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,E015,,,,,,,,,,,
174,,01-18-21,1A,36,,1.800,03-18-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,E016,,,,,,,,,,,
175,,01-18-21,1A,36,,1.800,03-19-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,2022-06-14,,,,"E017, 6/14/22 D3N reported open, reflowed solder on non wire side, worked on green wire both ends, colors swapped, dug out B end wire resoldered, Found wire end loose A end, scraped  & esoldered, continuity OK, returned  6/14/22 BB.",,,,,,,,,,,
176,,01-18-21,1A,36,,1.800,03-19-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,E018,,,,,,,,,,,
177,,01-18-21,1A,36,,1.800,03-19-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,E019,,,,,,,,,,,
178,,01-18-21,1A,36,,2.000,03-19-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,E020,,,,,,,,,,,
179,,01-18-21,1A,36,,2.000,03-19-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,E005,,,,,,,,,,,
180,,01-18-21,1A,36,,2.000,03-19-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,05-12-21,OK ,,05-14-21,,,,,E004,,,,,,,,,,,
181,,01-18-21,1A,36,,2.000,03-19-21,,03-19-21,,,,,,,,,,,,,,,UR6060,,,,,,04-10-21,NG/OK ,,Scrapped,2022-06-14,,,,"E003, 6/16/22 D3N reported open, confirmed, inspected several poor solders, D3N wire soldered too deep @ A end, de soldered, pulled wire out of epoxy in process, scraped end resoldered, continuity OK, re-epoxied 6/14/22 BB",,,,,,,,,,,
181',,01-01-22,1A,36,,2.000,03-11-22,,03-14-22,,,,03-17-22,,,03-17-22,OK,,,,,,03-17-22,UR6060,,03-18-22,OK,,03-21-22,03-21-22,OK,,03-21-22,2021-10-07,,,,3/31/21 - E001 form EE in a box. tagged with # 181 my circuit # 4 open resoldered #4 and #10 ,,,,,,,,,,,
182,,01-18-21,1A,36,,2.000,03-19-21,,03-19-21,,,,,,,,,,,,,,05-19-21,UR6060,,,,,05-24-21,04-10-21,OK,,05-25-21,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/21 - E002 from EE in a box.  Tagged 182,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,2,36,,0.350,04-28-21,,05-17-21,,,,06-07-21,,,06-07-21,OK ,,,,,,06-07-21,UR6060,,06-08-21,OK  ,,,,OK,,07-01-21,,,,,,,,,,,,,,,,
184,,,2,36,,0.350,04-28-21,,05-17-21,,,,06-07-21,,,06-07-21,OK ,,,,,,06-07-21,UR6060,,06-08-21,OK  ,,,,OK,,07-01-21,,,,,New 45 paddles,,,,,,,,,,,
185,,,2,36,,0.350,04-28-21,,05-17-21,,,,06-07-21,,,06-07-21,NG/OK,2021-06-07,,,,,06-07-21,UR6060,,06-08-21,OK  ,,06-08-21,06-08-21,OK,,06-08-21,,,,,New 45 paddles,,,,,,,,,,,
186,,,2,36,,0.350,04-28-21,,05-17-21,,,,06-07-21,,,06-07-21,NG/OK,2021-06-07,,,,,06-07-21,UR6060,,06-08-21,NG/OK ,2021-06-08,,,OK,,07-06-21,,,,,"New 45 paddles, circuit 1 open, resoldered at ""B"" end.",,,,,,,,,,,
187,,,2,36,,0.800,04-28-21,,05-17-21,,,,06-01-21,,,06-04-21,OK ,,,,,,06-04-21,UR6060,,06-07-21,OK  ,,,,OK,,07-06-21,,,,,"New 45 paddles, circuit 2 open, resoldered at ""B"" end, all open, epoxy debris on A end.  Burnished contacts to remove epoxy.",,,,,,,,,,,
188,,,2,36,,0.800,04-28-21,,05-17-21,,,,06-01-21,,,06-04-21,OK ,,,,,,06-04-21,UR6060,,06-07-21,OK  ,,,,OK,,07-06-21,,,,,"New 45 paddles, this harness and following three used for unlashed/lashed comparison.",,,,,,,,,,,
189,,,2,36,,0.800,04-28-21,,05-17-21,,,,06-01-21,,,06-04-21,OK ,,,,,,06-04-21,UR6060,,06-07-21,OK  ,,,,OK,,07-06-21,,,,,New 45 paddles,,,,,,,,,,,
190,,,2,36,,0.800,04-28-21,,05-17-21,,,,06-01-21,,,06-04-21,NG/OK,2021-06-04,,,,,06-04-21,UR6060,,06-07-21,OK  ,,,,OK,,07-06-21,,,,,New 45 paddles,,,,,,,,,,,
191,,,2,36,,1.000,04-14-21,,04-20-21,,,,05-24-21,,,05-24-21,OK ,,,,,,05-24-21,UR6060,,05-25-21,OK  ,,05-25-21,05-25-21,OK,,05-25-21,,,,,"New 45 paddles, 1 & 3, 2& 4 crossed at 33 paddle.  6 resoldered at 33 paddle.",,,,,,,,,,,
192,,,2,36,,1.000,04-14-21,,04-20-21,,,,05-24-21,,,05-24-21,OK ,,,,,,05-24-21,UR6060,,05-25-21,OK  ,,05-26-21,06-03-21,OK ,,06-03-21,,,,,,,,,,,,,,,,
193,,,2,36,,1.000,04-14-21,,04-20-21,,,,05-24-21,,,05-24-21,OK ,,,,,,05-28-21,UR6060,,06-03-21,OK  ,,06-07-21,06-07-21,OK,,06-07-21,,,,,,,,,,,,,,,,
194,,,2,36,,1.000,04-14-21,,04-20-21,,,,05-24-21,,,05-24-21,OK ,,,,,,05-28-21,UR6060,,06-03-21,OK  ,,06-08-21,06-08-21,OK,,06-08-21,,,,,,,,,,,,,,,,
195,,,2,36,,1.600,04-09-21,,04-20-21,,,,05-25-21,,,05-26-21,OK ,,,,,,05-28-21,UR6060,,06-01-21,OK  ,,06-03-21,06-03-21,OK ,,06-03-21,,,,,,,,,,,,,,,,
196,,,2,36,,1.600,04-09-21,,04-20-21,,,,05-25-21,,,05-26-21,OK ,,,,,,05-28-21,UR6060,,06-01-21,OK  ,,06-03-21,06-03-21,OK ,,06-03-21,,,,,,,,,,,,,,,,
197,,,2,36,,1.600,04-08-21,,04-20-21,,,,04-28-21,,,04-30-21,NG/OK,2021-05-08,,,,,05-08-21,UR6060,,05-12-21,OK  ,,05-12-21,05-12-21,OK ,,05-12-21,,,,,,,,,,,,,,,,
198,,,2,36,,1.600,04-08-21,,04-20-21,,,,04-28-21,,,04-30-21,NG/OK,2021-05-08,,,,,05-08-21,UR6060,,05-12-21,OK  ,,05-12-21,05-12-21,OK ,,05-12-21,,,,,"Mis-wired used wrong information, rewired",,,,,,,,,,,
199,,,2,36,,2.000,04-07-21,,04-20-21,,,,04-27-21,,,04-30-21,NG/OK,2021-05-08,,,,,05-08-21,UR6060,,05-12-21,OK  ,,05-17-21,05-18-21,NG  ,,scrapped,,,,,"Mis-wired used wrong information, rewired",,,,,,,,,,,
199',,03-15-22,2,36,,2.000,03-23-22,,03-23-22,,,,03-23-22,,,03-23-22,OK ,,,,,,03-24-22,UR6060,,03-25-22,OK,,03-25-22,03-25-22,OK,,03-25-22,,,,,"Mis-wired used wrong information, rewired, Circiut 1 open",,,,,,,,,,,
200,,,2,36,,2.000,04-07-21,,04-20-21,,,,04-27-21,,,04-30-21,NG/OK,2021-05-08,,,,,05-08-21,UR6060,,05-12-21,OK  ,,05-17-21,05-18-21,OK ,,05-18-21,,,,,,,,,,,,,,,,
201,,,2,36,,2.000,04-06-21,,04-20-21,,,,04-29-21,,,04-30-21,NG/OK,2021-05-08,,,,,05-08-21,UR6060,,05-11-21,OK ,,05-11-21,05-12-21,OK ,,05-12-21,,,,,"Mis-wired used wrong information, rewired",,,,,,,,,,,
202,,,2,36,,2.000,04-06-21,,04-20-21,,,,04-29-21,,,04-30-21,NG/OK,2021-05-08,,,,,05-08-21,UR6060,,05-10-21,OK ,,05-11-21,05-11-21,OK ,,05-11-21,,,,,"Mis-wired used wrong information, rewired",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mis-wired used wrong information, rewired",,,,,,,,,,,
203,,08-01-21,Special,36,,1.000,08-31-21,,09-03-21,,,,09-10-21,,,09-10-21,OK,,,,,,09-25-21,UR6060,,09-27-21,NG/OK,2021-09-27,NA,NA,OK,,09-27-21,,,,,,,,,,,,,,,,
204,,08-01-21,Special,36,,1.000,09-01-21,,09-03-21,,,,09-23-21,,,09-23-21,OK,,,,,,09-25-21,UR6060,,09-27-21,OK,,NA,NA,OK,,09-27-21,,,,,"SAMPLE 4 TPI, Cross Talk Tests, D3N & D3P open.  Burnished epoxy from contact surface.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sample 6 TPI, Cross Talk Tests",,,,,,,,,,,
205,,09-01-21,0,36,,1.400,09-02-21,,09-03-21,,,,09-14-21,,,09-14-21,OK,,,,,,09-22-21,UR6060,,09-22-21,OK,,06-24-22,06-24-22,OK,,09-23-21,,,,,,,,,,,,,,,,
206,,09-01-21,0,36,,1.400,09-02-21,,09-03-21,,,,09-14-21,,,09-14-21,OK,,,,,,09-22-21,UR6060,,09-22-21,OK,,07-13-22,07-13-22,OK,,09-23-21,,,,,"Stella's request, Cross Talk Tests, Lashed after prelinimary tests",,,,,,,,,,,
207,,09-01-21,0,36,,1.400,09-02-21,,09-03-21,,,,09-14-21,,,09-14-21,NG/OK,2021-09-14,,,,,09-22-21,UR6060,,09-22-21,OK,,NA,NA,OK,,09-23-21,,,,,"Stella's request, Cross Talk Tests, Lashed after prelinimary tests",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stella's request, Cross Talk Tests, CMD N  open soldered too deep, pulled wire skinned and resoldered",,,,,,,,,,,
300,,04-05-22,TPFX 1,36,,0.350,04-08-22,,04-11-22,,,,04-12-22,,,04-12-22,NG/OK,2022-04-18,,,,,04-19-22,UR6060,,04-20-22,OK,,04-20-22,04-20-22,OK ,,04-20-22,,,,,,,,,,,,,,,,
301,,04-05-22,TPFX 1,36,,0.350,04-08-22,,04-11-22,,,,04-18-22,,,04-18-22,OK ,,,,,,04-19-22,UR6060,,04-20-22,OK,,04-20-22,04-20-22,OK ,,04-20-22,,,,,"Wire from damaged harness, 15 connector paddle snapped on initial install, new board installed, edge sanded",,,,,,,,,,,
302,,04-05-22,TPFX 1,36,,0.350,04-08-22,,04-11-22,,,,04-18-22,,,04-19-22,OK ,,,,,,04-25-22,UR6060,,04-26-22,OK,,04-26-22,04-27-22,OK ,,04-27-22,,,,,Wire from damaged harness,,,,,,,,,,,
303,,04-05-22,TPFX 1,36,,0.350,04-08-22,,04-11-22,,,,04-19-22,,,04-19-22,OK ,,,,,,04-25-22,UR6060,,04-26-22,OK,,04-26-22,04-27-22,OK ,,04-27-22,,,,,Wire from damaged harness,,,,,,,,,,,
304,,04-05-22,TPFX 1,36,,0.350,04-08-22,,04-11-22,,,,04-19-22,,,04-19-22,OK ,,,,,,04-25-22,UR6060,,04-26-22,OK,,04-26-22,04-27-22,OK ,,04-27-22,,,,,New Wire,,,,,,,,,,,
305,,04-05-22,TPFX 1,36,,0.350,04-08-22,,04-11-22,,,,04-19-22,,,04-19-22,OK ,,,,,,04-25-22,UR6060,,04-26-22,NG/OK,2022-04-26,04-26-22,04-27-22,OK ,,04-27-22,,,,,New Wire,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Below continuity only,,,,,,,,,,,,"New Wire, #7 & 8 shorted.  Able to fix probing under the epoxy.",,,,,,,,,,,
400,,11-14-22,FPix 1,36,,0.350,11-14-22,,11-16-22,,,,11-28-22,,,12-08-22,NG/OK,2022-12-08,,,,,12-08-22,UR6060,,12-08-22,OK,,12-08-22,12-08-22,OK,,12-08-22,,,,,,,,,,,,,,,,
401,,11-14-22,FPix 1,36,,0.350,11-14-22,,11-16-22,,,,12-12-22,,,12-12-22,OK,,,,,,12-14-22,UR6060,,12-14-22,OK,,12-14-22,12-15-22,OK,,12-15-22,,,,,New continuity mapping.  Shared with Rice.  Taken to Rice 12/13/22,,,,,,,,,,,
402*,,11-14-22,FPix 2,36,,0.350,11-14-22,,11-16-22,,,,_,,,_,_,,,,,,_,_,,_,_,_,_,_,_,,_,,,,,,,,,,,,,,,,
403,,11-14-22,FPix 2,36,,0.350,11-14-22,,11-16-22,,,,12-08-22,,,12-08-22,OK,,,,,,12-08-22,UR6060,,12-08-22,OK,,12-09-22,12-09-22,OK,,12-09-22,_,,,,Joined with 401 to make FPix 1X2,,,,,,,,,,,
404,,11-14-22,FPix 1X2,36,,0.350,11-15-22,,11-16-22,,,,12-08-22,,,12-08-22,OK,,,,,,12-08-22,UR6060,,12-09-22,OK,,12-09-22,12-09-22,OK,,12-09-22,,,,,Taken to Rice 12/13/22.,,,,,,,,,,,
405,,11-14-22,FPix 1X2,36,,0.350,11-15-22,,11-16-22,,,,12-09-22,,,12-09-22,OK,,,,,,12-09-22,UR6060,,12-09-22,OK,,12-09-22,12-09-22,OK,,12-09-22,,,,,Taken to Rice 12/13/22.,,,,,,,,,,,
406,,12-09-22,FPix 1X2,36,,0.800,12-12-22,,12-13-22,,,,12-13-22,,,12-13-22,OK,,,,,,12-14-22,UR6060,,12-14-22,OK,,12-15-22,12-15-22,OK,,12-15-22,,,,,Taken to Rice 12/13/22.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,04-10-23,5,36,L218494,1.800,04-12-23,,04-13-23,,,,05-17-23,,,05-17-23,NG/OK,2023-05-18,,,,,05-18-23,UR6060,,05-18-23,OK,,05-18-23,05-19-23,OK,,05-19-23,,,,,,,,,,,,,,,,
411,,04-10-23,5,36,L218494,1.800,04-12-23,,04-13-23,,,,04-13-23,,,05-15-23,OK,,,,,,05-18-23,UR6060,,05-18-23,OK,,05-19-23,05-19-23,OK,,05-19-23,,,,,Stella's request Problems with the 15 paddle- holes need to be drilled.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stella's request,,,,,,,,,,,
420,,03-14-23,1,36,L219516,1.600,04-24-23,,04-25-23,,,,05-08-23,,,05-08-23,OK,,,,,,05-08-23,UR6060,,05-09-23,OK,,05-09-23,05-09-23,OK,,05-09-23,,,,,,,,,,,,,,,,
